trial,condition,TargetA,TargetC,Response,RT,Acc,thisRepN,block
8,17,stimuli/T07_afa.wav,#C52762,3,0.8003291,1,8,t
1,7,stimuli/T09_asha.wav,#CABA00,3,0.8176954,1,1,t
1,16,stimuli/T11_aka.wav,#50CBFF,3,0.8990977,1,2,t
1,8,stimuli/T11_aga.wav,#00C3FF,3,0.8834334,1,3,t
1,12,stimuli/T11_ata.wav,#50CBFF,3,0.7155729,1,4,t
1,4,stimuli/T11_aka.wav,#008FBF,3,1.1175731,1,5,t
1,2,stimuli/T11_aga.wav,#008FBF,3,0.7813154,1,6,t
1,1,stimuli/T09_asha.wav,#87942A,4,0.8340463,1,7,t
1,14,stimuli/T11_aka.wav,#00C3FF,3,0.9158672,1,8,t
6,5,stimuli/T10_aza.wav,#9C4161,3,0.9502676,1,1,t
6,9,stimuli/T10_asha.wav,#A7001C,3,1.4323217,1,2,t
6,3,stimuli/T10_asha.wav,#9C4161,3,1.1329074,1,3,t
6,14,stimuli/T09_azha.wav,#DB7E43,3,1.3982153,1,4,t
6,12,stimuli/T09_aga.wav,#9F6365,3,1.04972,1,6,t
6,8,stimuli/T09_asa.wav,#DB7E43,3,0.8668197,1,7,t
6,7,stimuli/T10_azha.wav,#A7001C,3,1.4673928,1,8,t
21,7,stimuli/T05_azha.wav,#8F0015,4,0.733194,0,0,t
21,16,stimuli/T08_ava.wav,#02A49F,3,0.6821478,1,1,t
21,5,stimuli/T05_aga.wav,#A93741,3,0.7679873,1,2,t
21,2,stimuli/T08_apa.wav,#00794E,4,1.6997602,0,3,t
21,1,stimuli/T05_azha.wav,#A93741,4,0.7835066,1,4,t
21,15,stimuli/T05_aga.wav,#8F0015,3,0.805391,1,5,t
21,16,stimuli/T08_ava.wav,#02A49F,3,1.2659641,1,6,t
21,0,stimuli/T08_aza.wav,#00794E,4,1.1320007,1,7,t
21,13,stimuli/T05_azha.wav,#F2846C,3,0.7194762,1,8,t
18,11,stimuli/T08_asa.wav,#B76E62,4,1.0847504,0,0,t
18,7,stimuli/T08_aza.wav,#B239B9,3,0.8850882,1,1,t
18,1,stimuli/T08_aza.wav,#BA587E,3,0.9831126,0,2,t
18,1,stimuli/T08_aza.wav,#BA587E,3,0.8681511,0,3,t
18,17,stimuli/T08_ava.wav,#B76E62,3,1.0674952,1,4,t
18,16,stimuli/T05_ata.wav,#53B656,3,0.9861549,1,5,t
18,13,stimuli/T08_aza.wav,#B76E62,3,0.8814313,1,6,t
18,2,stimuli/T05_aga.wav,#2A7326,4,1.1635239,0,7,t
18,4,stimuli/T05_ata.wav,#2A7326,3,1.134693,1,8,t
20,0,stimuli/T01_ata.wav,#A94749,4,0.801517,1,0,t
20,6,stimuli/T01_ata.wav,#BA7906,3,1.0184114,1,1,t
20,2,stimuli/T01_aetha.wav,#A94749,3,1.6188746,1,2,t
20,14,stimuli/T01_aka.wav,#BA7906,3,1.100374,1,3,t
20,5,stimuli/T08_aka.wav,#008542,3,1.367322,1,4,t
20,8,stimuli/T01_aetha.wav,#BA7906,3,1.5037116,1,5,t
20,0,stimuli/T01_ata.wav,#A94749,4,1.5028965,1,6,t
20,16,stimuli/T01_aka.wav,#B83C71,3,0.6980748,1,7,t
20,12,stimuli/T01_ata.wav,#B83C71,3,0.9848189,1,8,t
